course,EX,A,B,C,D,P,F,session,EX%,A%,B%,C%,D%,P%,F%,average
CE13001-ENGINEERING DRAWING AND COMPUTER GRAPHICS ,50,76,153,95,47,27,1,Autumn 18,11.1358574610245,16.926503340757236,34.075723830734965,21.158129175946545,10.46770601336303,6.013363028953229,0.22271714922048996,7.78173719376392
CS10001-PROGRAMMING AND DATA STRUCTURES ,54,57,70,71,108,88,1,Autumn 18,12.026726057906458,12.694877505567929,15.590200445434299,15.812917594654788,24.053452115812917,19.599109131403118,0.22271714922048996,7.131403118040089
CS19101-PROGRAMMING AND DATA STRUCTURES TUTORIAL AND LABORATORY ,71,83,119,96,56,22,1,Autumn 18,15.848214285714285,18.526785714285715,26.5625,21.428571428571427,12.5,4.910714285714286,0.2232142857142857,7.881696428571429
EA10001-EXTRA ACADEMIC ACTIVITY-I ,73,287,218,117,132,85,3,Autumn 18,7.978142076502732,31.366120218579237,23.825136612021858,12.786885245901638,14.426229508196723,9.289617486338798,0.32786885245901637,7.7650273224043715
EA10005-INDUCTION PROGRAM ,0,0,0,0,0,0,0,Autumn 18,,,,,,,,
MA10001-MATHEMATICS-I ,163,251,163,125,88,122,4,Autumn 18,17.79475982532751,27.40174672489083,17.79475982532751,13.646288209606988,9.606986899563319,13.318777292576419,0.43668122270742354,7.884279475982533
ME10001-MECHANICS ,53,87,108,62,50,86,3,Autumn 18,11.804008908685969,19.37639198218263,24.053452115812917,13.808463251670378,11.1358574610245,19.15367483296214,0.6681514476614699,7.467706013363029
PH11001-PHYSICS ,30,81,100,98,64,75,1,Autumn 18,6.6815144766147,18.040089086859687,22.271714922049,21.826280623608017,14.253897550111358,16.70378619153675,0.22271714922048996,7.3006681514476615
PH19001-PHYSICS LAB. ,161,154,93,24,10,5,2,Autumn 18,35.85746102449889,34.29844097995546,20.71269487750557,5.3452115812917596,2.2271714922048997,1.1135857461024499,0.4454342984409799,8.910913140311804
CY11001-CHEMISTRY ,29,89,102,88,68,72,0,Spring 19,6.4732142857142865,19.866071428571427,22.767857142857142,19.642857142857142,15.178571428571427,16.071428571428573,0.0,7.345982142857143
CY19001-CHEMISTRY LAB. ,155,241,40,6,3,3,0,Spring 19,34.598214285714285,53.79464285714286,8.928571428571429,1.3392857142857142,0.6696428571428571,0.6696428571428571,0.0,9.183035714285714
EA10002-EXTRA ACADEMIC ACTIVITY-II ,80,254,246,149,114,69,0,Spring 19,8.771929824561402,27.850877192982455,26.973684210526315,16.337719298245617,12.5,7.565789473684211,0.0,7.81359649122807
EE11001-ELECTRICAL TECHNOLOGY ,20,45,68,107,135,71,1,Spring 19,4.47427293064877,10.06711409395973,15.212527964205815,23.937360178970916,30.201342281879196,15.883668903803134,0.22371364653243847,6.861297539149888
EE19001-ELECTRICAL TECHNOLOGY LAB. ,30,127,182,69,23,16,1,Spring 19,6.696428571428571,28.348214285714285,40.625,15.401785714285715,5.133928571428571,3.571428571428571,0.2232142857142857,8.044642857142858
HS13001-ENGLISH FOR COMMUNICATION ,14,103,162,159,7,2,0,Spring 19,3.131991051454139,23.042505592841163,36.241610738255034,35.57046979865772,1.5659955257270695,0.44742729306487694,0.0,7.89261744966443
MA10002-MATHEMATICS-II ,130,186,210,142,111,133,1,Spring 19,14.238773274917854,20.372398685651696,23.001095290251918,15.553121577217963,12.157721796276014,14.56736035049288,0.10952902519167579,7.64841182913472
ME19001-INTRODUCTION TO MANUFACTURING PROCESSES ,14,334,88,4,4,3,0,Spring 19,3.131991051454139,74.72035794183445,19.686800894854585,0.8948545861297539,0.8948545861297539,0.6711409395973155,0.0,8.762863534675615
AE21001-INTRODUCTION TO AERODYNAMICS ,1,7,22,4,10,0,0,Autumn 19,2.272727272727273,15.909090909090908,50.0,9.090909090909092,22.727272727272727,0.0,0.0,7.659090909090909
AE21003-DYNAMICS FOR AEROSPACE ENGINEERS ,1,2,5,18,9,7,0,Autumn 19,2.380952380952381,4.761904761904762,11.904761904761903,42.857142857142854,21.428571428571427,16.666666666666664,0.0,6.738095238095238
BS20001-SCIENCE OF LIVING SYSTEM ,19,60,83,96,82,71,0,Autumn 19,4.622871046228711,14.5985401459854,20.194647201946474,23.357664233576642,19.951338199513383,17.27493917274939,0.0,7.087591240875913
EA10003-EXTRA ACADEMIC ACTIVITY-III ,78,181,270,208,91,49,2,Autumn 19,8.873720136518772,20.591581342434583,30.716723549488055,23.66325369738339,10.352673492605232,5.5745164960182025,0.22753128555176336,7.763367463026166
EC21101-BASIC ELECTRONICS ,39,67,27,7,3,1,0,Autumn 19,27.083333333333332,46.52777777777778,18.75,4.861111111111112,2.083333333333333,0.6944444444444444,0.0,8.895833333333334
EC29001-BASIC ELECTRONICS LAB. ,29,64,22,16,10,3,0,Autumn 19,20.13888888888889,44.44444444444444,15.277777777777779,11.11111111111111,6.944444444444445,2.083333333333333,0.0,8.534722222222221
EV20001-ENVIRONMENTAL SCIENCE ,28,102,118,107,40,20,0,Autumn 19,6.746987951807229,24.57831325301205,28.433734939759038,25.783132530120483,9.63855421686747,4.819277108433735,0.0,7.785542168674699
MA20101-TRANSFORM CALCULUS ,98,86,96,69,58,56,0,Autumn 19,21.166306695464364,18.57451403887689,20.734341252699785,14.902807775377969,12.526997840172784,12.095032397408207,0.0,7.846652267818574
AE21002-LOW SPEED AERODYNAMICS ,3,6,16,8,8,1,0,Spring 20,7.142857142857142,14.285714285714285,38.095238095238095,19.047619047619047,19.047619047619047,2.380952380952381,0.0,7.642857142857143
AE21004-INTRODUCTION TO AEROSPACE STRUCTURES ,12,10,8,5,4,3,0,Spring 20,28.57142857142857,23.809523809523807,19.047619047619047,11.904761904761903,9.523809523809524,7.142857142857142,0.0,8.285714285714286
AE21008-INTRODUCTION TO FLIGHT VEHICLE CONTROLS ,7,12,9,5,6,2,0,Spring 20,17.073170731707318,29.268292682926827,21.951219512195124,12.195121951219512,14.634146341463413,4.878048780487805,0.0,8.073170731707316
AE29002-AERODYNAMICS LAB-I ,12,24,5,1,0,1,0,Spring 20,27.906976744186046,55.81395348837209,11.627906976744185,2.3255813953488373,0.0,2.3255813953488373,0.0,9.023255813953488
AE29004-STRUCTURES LAB -I ,29,11,0,2,0,0,0,Spring 20,69.04761904761905,26.190476190476193,0.0,4.761904761904762,0.0,0.0,0.0,9.595238095238095
EA10004-EXTRA ACADEMIC ACTIVITY-IV ,69,260,317,150,33,47,3,Spring 20,7.849829351535837,29.579067121729235,36.063708759954494,17.064846416382252,3.754266211604096,5.346985210466439,0.3412969283276451,8.032992036405005
HS30073-ENVIRONMENTAL SOCIOLOGY ,0,0,0,4,0,0,0,Spring 20,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
MA20102-NUMERICAL SOLUTION OF ORDINARY AND PDE ,20,51,44,56,33,13,0,Spring 20,9.216589861751153,23.502304147465438,20.276497695852534,25.806451612903224,15.207373271889402,5.990783410138248,0.0,7.67741935483871
AE31001-THERMODYNAMICS & AEROSPACE PROP.SYSTEM ,8,24,6,5,0,0,0,Autumn 20,18.6046511627907,55.81395348837209,13.953488372093023,11.627906976744185,0.0,0.0,0.0,8.813953488372093
AE31007-MECHANICS OF FLIGHT ,0,0,4,8,22,8,0,Autumn 20,0.0,0.0,9.523809523809524,19.047619047619047,52.38095238095239,19.047619047619047,0.0,6.190476190476191
AE31009-AEROSPACE STRUCTURAL ANALYSIS ,13,15,6,4,1,3,0,Autumn 20,30.952380952380953,35.714285714285715,14.285714285714285,9.523809523809524,2.380952380952381,7.142857142857142,0.0,8.619047619047619
AE31103-HIGH SPEED AERODYNAMICS ,1,4,19,10,4,4,0,Autumn 20,2.380952380952381,9.523809523809524,45.23809523809524,23.809523809523807,9.523809523809524,9.523809523809524,0.0,7.428571428571429
AE39001-AERODYNAMICS LAB-II ,13,17,11,0,0,0,0,Autumn 20,31.70731707317073,41.46341463414634,26.82926829268293,0.0,0.0,0.0,0.0,9.048780487804878
AE39003-STRUCTURES LAB -II ,5,20,9,3,5,0,0,Autumn 20,11.904761904761903,47.61904761904761,21.428571428571427,7.142857142857142,11.904761904761903,0.0,0.0,8.404761904761905
ET60012- ,1,0,0,0,2,0,0,Autumn 20,33.33333333333333,0.0,0.0,0.0,66.66666666666666,0.0,0.0,7.333333333333333
AE31002-AEROSPACE STRUCTURAL DYNAMICS ,7,16,10,3,3,2,0,Spring 21,17.073170731707318,39.02439024390244,24.390243902439025,7.317073170731707,7.317073170731707,4.878048780487805,0.0,8.365853658536585
AE31004-AIRCRAFT STABILITY AND CONTROL ,4,7,20,3,2,3,1,Spring 21,10.0,17.5,50.0,7.5,5.0,7.5,2.5,7.875
AE31006-COMPUTER APPLICATION IN AERO. ENGINEERING ,3,12,14,7,4,1,0,Spring 21,7.317073170731707,29.268292682926827,34.146341463414636,17.073170731707318,9.75609756097561,2.4390243902439024,0.0,8.0
AE31008-THEORY OF JET PROPULSION ,4,17,9,5,5,1,0,Spring 21,9.75609756097561,41.46341463414634,21.951219512195124,12.195121951219512,12.195121951219512,2.4390243902439024,0.0,8.170731707317072
AE31010-VISCOUS FLOW THEORY ,4,9,14,8,3,3,0,Spring 21,9.75609756097561,21.951219512195124,34.146341463414636,19.51219512195122,7.317073170731707,7.317073170731707,0.0,7.853658536585366
AE39002-SYSTEM LABORATORY ,6,17,12,4,1,1,0,Spring 21,14.634146341463413,41.46341463414634,29.268292682926827,9.75609756097561,2.4390243902439024,2.4390243902439024,0.0,8.487804878048781
AE39004-PROPULSION LABORATORY ,5,27,5,2,1,1,0,Spring 21,12.195121951219512,65.85365853658537,12.195121951219512,4.878048780487805,2.4390243902439024,2.4390243902439024,0.0,8.731707317073171
AE47007-PROJECT-I ,11,10,7,1,0,0,0,Autumn 21,37.93103448275862,34.48275862068966,24.137931034482758,3.4482758620689653,0.0,0.0,0.0,9.068965517241379
AE48003-SUMMER TRAINING ,0,1,1,2,0,0,0,Autumn 21,0.0,25.0,25.0,50.0,0.0,0.0,0.0,7.75
AE49003-AIRCRAFT DESIGN & OPTIMISATION ,22,13,2,1,3,0,0,Autumn 21,53.65853658536586,31.70731707317073,4.878048780487805,2.4390243902439024,7.317073170731707,0.0,0.0,9.21951219512195
AE51019-SMART STRUCTURES ,0,0,0,0,1,1,1,Autumn 21,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,33.33333333333333,5.0
CS66010- ,10,10,4,0,0,0,0,Autumn 21,41.66666666666667,41.66666666666667,16.666666666666664,0.0,0.0,0.0,0.0,9.25
HS20001-ECONOMICS ,4,14,30,4,0,0,0,Autumn 21,7.6923076923076925,26.923076923076923,57.692307692307686,7.6923076923076925,0.0,0.0,0.0,8.346153846153847
KS20201-THEORIES OF LANGUAGE COMPREHENSION: INDIA AND BEYOND ,0,1,7,5,0,0,0,Autumn 21,0.0,7.6923076923076925,53.84615384615385,38.46153846153847,0.0,0.0,0.0,7.6923076923076925
KS20203-PANINIAN GRAMMAR FROM COMPUTATIONAL PERSPECTIVE ,0,0,1,0,0,2,0,Autumn 21,0.0,0.0,33.33333333333333,0.0,0.0,66.66666666666666,0.0,6.0
KS60001- ,6,41,67,44,9,6,0,Autumn 21,3.4682080924855487,23.699421965317917,38.72832369942196,25.43352601156069,5.202312138728324,3.4682080924855487,0.0,7.84393063583815
AE40037-PHYSICS OF FLUID FLOW EXPERIMENTS ,0,0,1,0,0,0,0,Spring 22,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
AE48002-COMPREHENSIVE VIVA VOCE ,0,0,2,4,3,2,0,Spring 22,0.0,0.0,18.181818181818183,36.36363636363637,27.27272727272727,18.181818181818183,0.0,6.545454545454546
AE51003-APPLIED ELASTICITY & PLASTICITY ,0,0,0,1,0,1,0,Spring 22,0.0,0.0,0.0,50.0,0.0,50.0,0.0,6.0
AI60004- ,27,141,89,2,2,0,0,Spring 22,10.344827586206897,54.02298850574713,34.099616858237546,0.7662835249042145,0.7662835249042145,0.0,0.0,8.724137931034482
EP60004- ,4,12,14,16,10,2,0,Spring 22,6.896551724137931,20.689655172413794,24.137931034482758,27.586206896551722,17.24137931034483,3.4482758620689653,0.0,7.620689655172414
ET60006- ,14,38,30,4,0,0,0,Spring 22,16.27906976744186,44.18604651162791,34.883720930232556,4.651162790697675,0.0,0.0,0.0,8.720930232558139
RX60019- ,5,19,37,87,1,0,0,Spring 22,3.3557046979865772,12.751677852348994,24.832214765100673,58.38926174496645,0.6711409395973155,0.0,0.0,7.597315436241611
CY11001-CHEMISTRY ,33,123,109,69,49,50,1,Autumn 18,7.603686635944701,28.341013824884794,25.115207373271893,15.898617511520738,11.29032258064516,11.52073732718894,0.2304147465437788,7.695852534562212
CY19001-CHEMISTRY LAB. ,89,263,67,8,4,3,0,Autumn 18,20.506912442396313,60.59907834101382,15.43778801843318,1.8433179723502304,0.9216589861751152,0.6912442396313364,0.0,8.95852534562212
EE11001-ELECTRICAL TECHNOLOGY ,20,54,90,99,95,74,2,Autumn 18,4.6082949308755765,12.442396313364055,20.737327188940093,22.811059907834103,21.889400921658986,17.050691244239633,0.4608294930875576,7.02073732718894
EE19001-ELECTRICAL TECHNOLOGY LAB. ,22,118,175,68,31,18,2,Autumn 18,5.0691244239631335,27.188940092165897,40.32258064516129,15.668202764976957,7.142857142857142,4.147465437788019,0.4608294930875576,7.9308755760368665
HS13001-ENGLISH FOR COMMUNICATION ,17,67,191,158,32,2,0,Autumn 18,3.640256959314775,14.346895074946467,40.899357601713064,33.83297644539615,6.852248394004283,0.4282655246252677,0.0,7.728051391862955
ME19001-INTRODUCTION TO MANUFACTURING PROCESSES ,18,300,133,12,3,2,0,Autumn 18,3.8461538461538463,64.1025641025641,28.418803418803417,2.564102564102564,0.641025641025641,0.4273504273504274,0.0,8.666666666666666
CE13001-ENGINEERING DRAWING AND COMPUTER GRAPHICS ,47,118,134,81,38,14,0,Spring 19,10.87962962962963,27.314814814814813,31.01851851851852,18.75,8.796296296296296,3.2407407407407405,0.0,8.030092592592593
CS10001-PROGRAMMING AND DATA STRUCTURES ,51,80,95,118,75,44,2,Spring 19,10.967741935483872,17.20430107526882,20.43010752688172,25.376344086021508,16.129032258064516,9.46236559139785,0.43010752688172044,7.513978494623656
CS19101-PROGRAMMING AND DATA STRUCTURES TUTORIAL AND LABORATORY ,67,111,121,87,54,25,0,Spring 19,14.408602150537634,23.870967741935484,26.021505376344084,18.70967741935484,11.612903225806452,5.376344086021505,0.0,7.946236559139785
ME10001-MECHANICS ,34,58,74,100,96,102,1,Spring 19,7.311827956989248,12.473118279569892,15.913978494623656,21.50537634408602,20.64516129032258,21.935483870967744,0.21505376344086022,6.976344086021506
PH11001-PHYSICS ,25,73,88,87,63,96,0,Spring 19,5.787037037037037,16.89814814814815,20.37037037037037,20.13888888888889,14.583333333333334,22.22222222222222,0.0,7.125
PH19001-PHYSICS LAB. ,86,202,94,30,16,4,0,Spring 19,19.90740740740741,46.75925925925926,21.75925925925926,6.944444444444445,3.7037037037037033,0.9259259259259258,0.0,8.694444444444445
HS20002-GENERAL PSYCHOLOGY ,3,3,13,6,2,0,0,Spring 20,11.11111111111111,11.11111111111111,48.148148148148145,22.22222222222222,7.4074074074074066,0.0,0.0,7.962962962962963
MA20104-PROBABILITY & STATISTICS ,167,113,107,67,31,25,0,Spring 20,32.745098039215684,22.15686274509804,20.980392156862745,13.137254901960786,6.078431372549019,4.901960784313726,0.0,8.476470588235294
MA61008- ,0,0,1,0,0,0,0,Autumn 20,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
HS60084- ,6,20,11,7,3,0,1,Autumn 21,12.5,41.66666666666667,22.916666666666664,14.583333333333334,6.25,0.0,2.083333333333333,8.3125
HS30048-GERMAN ,9,9,3,2,1,0,0,Spring 20,37.5,37.5,12.5,8.333333333333332,4.166666666666666,0.0,0.0,8.958333333333334
ES60004- ,1,8,3,0,1,0,0,Autumn 20,7.6923076923076925,61.53846153846154,23.076923076923077,0.0,7.6923076923076925,0.0,0.0,8.615384615384615
CD66001- ,128,12,3,7,0,0,0,Spring 21,85.33333333333334,8.0,2.0,4.666666666666667,0.0,0.0,0.0,9.74
AE40031-COMPUTATIONAL FLUID DYNAMICS ,2,14,3,0,1,0,0,Autumn 21,10.0,70.0,15.0,0.0,5.0,0.0,0.0,8.8
AE61007- ,3,14,1,0,0,0,0,Autumn 21,16.666666666666664,77.77777777777779,5.555555555555555,0.0,0.0,0.0,0.0,9.11111111111111
AI61003- ,68,66,17,8,0,0,0,Autumn 21,42.76729559748428,41.509433962264154,10.69182389937107,5.031446540880504,0.0,0.0,0.0,9.220125786163521
AI61005- ,29,37,64,46,24,0,1,Autumn 21,14.427860696517413,18.407960199004975,31.8407960199005,22.885572139303484,11.940298507462686,0.0,0.4975124378109453,7.985074626865671
AE51019-SMART STRUCTURES ,0,3,5,0,0,0,0,Spring 22,0.0,37.5,62.5,0.0,0.0,0.0,0.0,8.375
AI42001-MACHINE LEARNING FOUNDATIONS AND APPLICATIONS ,64,241,63,3,0,0,0,Spring 22,17.25067385444744,64.95956873315365,16.9811320754717,0.8086253369272237,0.0,0.0,0.0,8.986522911051212
AI61002- ,8,98,82,8,1,1,0,Spring 22,4.040404040404041,49.494949494949495,41.41414141414141,4.040404040404041,0.5050505050505051,0.5050505050505051,0.0,8.51010101010101
AI61004- ,0,9,7,3,0,0,0,Spring 22,0.0,47.368421052631575,36.84210526315789,15.789473684210526,0.0,0.0,0.0,8.31578947368421
HS30054-SOCIOLOGY OF RESOURCE MANAGEMENT ,0,5,11,3,0,0,0,Spring 22,0.0,26.31578947368421,57.89473684210527,15.789473684210526,0.0,0.0,0.0,8.105263157894736
MA60002- ,10,10,2,1,0,0,0,Spring 22,43.47826086956522,43.47826086956522,8.695652173913043,4.3478260869565215,0.0,0.0,0.0,9.26086956521739
AE48003-SUMMER TRAINING ,15,18,7,12,1,0,1,Autumn 22,27.77777777777778,33.33333333333333,12.962962962962962,22.22222222222222,1.8518518518518516,0.0,1.8518518518518516,8.555555555555555
AE51005-UNSTEADY AERODYNAMICS ,4,8,0,2,2,1,0,Autumn 22,23.52941176470588,47.05882352941176,0.0,11.76470588235294,11.76470588235294,5.88235294117647,0.0,8.411764705882353
AE57003-PROJECT ,9,15,3,1,0,0,0,Autumn 22,32.142857142857146,53.57142857142857,10.714285714285714,3.571428571428571,0.0,0.0,0.0,9.142857142857142
AE58001-COMPREHENSIVE VIVA VOCE ,0,1,7,8,9,3,0,Autumn 22,0.0,3.571428571428571,25.0,28.57142857142857,32.142857142857146,10.714285714285714,0.0,6.785714285714286
AI60007- ,5,4,9,6,5,2,0,Autumn 22,16.129032258064516,12.903225806451612,29.03225806451613,19.35483870967742,16.129032258064516,6.451612903225806,0.0,7.741935483870968
AI60201- ,10,25,39,27,7,2,0,Autumn 22,9.090909090909092,22.727272727272727,35.45454545454545,24.545454545454547,6.363636363636363,1.8181818181818181,0.0,7.9818181818181815
HS60044- ,5,5,3,2,1,0,0,Spring 20,31.25,31.25,18.75,12.5,6.25,0.0,0.0,8.6875
RD30005-FUNDAMENTALS OF RURAL INNOVATION AND MANAGEMENT ,1,2,1,0,0,0,0,Autumn 20,25.0,50.0,25.0,0.0,0.0,0.0,0.0,9.0
AE40004-ADVANCED STRUCTURAL DYNAMICS ,0,2,2,3,0,0,0,Autumn 21,0.0,28.57142857142857,28.57142857142857,42.857142857142854,0.0,0.0,0.0,7.857142857142857
AE40018-INTRODUCTION TO TURBULENCE ,0,2,1,6,0,0,0,Autumn 21,0.0,22.22222222222222,11.11111111111111,66.66666666666666,0.0,0.0,0.0,7.555555555555555
AE40037-PHYSICS OF FLUID FLOW EXPERIMENTS ,3,1,0,1,0,1,0,Autumn 21,50.0,16.666666666666664,0.0,16.666666666666664,0.0,16.666666666666664,0.0,8.5
AE51017-ADVANCED GAS DYNAMICS ,0,0,1,1,0,0,0,Autumn 21,0.0,0.0,50.0,50.0,0.0,0.0,0.0,7.5
AE40033-FINITE ELEMENT METHODS ,0,3,1,0,0,0,0,Spring 22,0.0,75.0,25.0,0.0,0.0,0.0,0.0,8.75
AE40034-ADVANCED COMPUTATIONAL FLUID DYNAMICS ,0,1,1,2,2,0,0,Spring 22,0.0,16.666666666666664,16.666666666666664,33.33333333333333,33.33333333333333,0.0,0.0,7.166666666666667
AE51007-COMBUSTION PROCESSES IN JET ENGINES ,1,7,2,1,0,0,0,Spring 22,9.090909090909092,63.63636363636363,18.181818181818183,9.090909090909092,0.0,0.0,0.0,8.727272727272727
AE51018-INDUSTRIAL AERODYNAMICS ,2,3,2,1,0,0,0,Spring 22,25.0,37.5,25.0,12.5,0.0,0.0,0.0,8.75
AE61004- ,0,1,8,1,0,0,1,Spring 22,0.0,9.090909090909092,72.72727272727273,9.090909090909092,0.0,0.0,9.090909090909092,7.636363636363637
NT70002- ,5,6,4,7,3,0,0,Spring 22,20.0,24.0,16.0,28.000000000000004,12.0,0.0,0.0,8.12
AE61007- ,2,0,1,0,0,0,0,Autumn 22,66.66666666666666,0.0,33.33333333333333,0.0,0.0,0.0,0.0,9.333333333333334
KS20201-THEORIES OF LANGUAGE COMPREHENSION: INDIA AND BEYOND ,50,137,44,30,0,0,2,Autumn 22,19.011406844106464,52.09125475285171,16.730038022813687,11.406844106463879,0.0,0.0,0.7604562737642585,8.756653992395437
MA20106-PROBABILITY & STOCHASTIC PROCESSES ,66,136,55,22,16,4,0,Spring 21,22.073578595317723,45.48494983277592,18.394648829431436,7.357859531772576,5.351170568561873,1.3377926421404682,0.0,8.675585284280936
CS61061- ,11,36,21,8,1,1,0,Autumn 21,14.102564102564102,46.15384615384615,26.923076923076923,10.256410256410255,1.282051282051282,1.282051282051282,0.0,8.576923076923077
EP60025- ,31,30,3,1,0,0,0,Autumn 21,47.69230769230769,46.15384615384615,4.615384615384616,1.5384615384615385,0.0,0.0,0.0,9.4
ET61005- ,1,7,1,0,0,0,0,Autumn 21,11.11111111111111,77.77777777777779,11.11111111111111,0.0,0.0,0.0,0.0,9.0
EP60002- ,18,34,4,0,0,0,0,Spring 22,32.142857142857146,60.71428571428571,7.142857142857142,0.0,0.0,0.0,0.0,9.25
EP60042- ,37,22,3,0,0,0,0,Spring 22,59.67741935483871,35.483870967741936,4.838709677419355,0.0,0.0,0.0,0.0,9.548387096774194
ET60029- ,97,129,91,11,3,1,0,Spring 22,29.21686746987952,38.855421686746986,27.40963855421687,3.313253012048193,0.9036144578313252,0.30120481927710846,0.0,8.912650602409638
IM60054- ,1,5,7,0,0,1,0,Spring 22,7.142857142857142,35.714285714285715,50.0,0.0,0.0,7.142857142857142,0.0,8.285714285714286
AE40037-PHYSICS OF FLUID FLOW EXPERIMENTS ,8,8,4,2,0,0,0,Autumn 22,36.36363636363637,36.36363636363637,18.181818181818183,9.090909090909092,0.0,0.0,0.0,9.0
KS60001- ,46,157,211,85,16,4,4,Autumn 22,8.795411089866157,30.019120458891013,40.344168260038245,16.252390057361378,3.0592734225621414,0.7648183556405354,0.7648183556405354,8.19885277246654
ME60012- ,1,5,0,3,0,0,0,Spring 21,11.11111111111111,55.55555555555556,0.0,33.33333333333333,0.0,0.0,0.0,8.444444444444445
AE40030-ADVANCED GAS TURBINE THEORY ,4,4,0,0,0,0,0,Autumn 21,50.0,50.0,0.0,0.0,0.0,0.0,0.0,9.5
ME60131- ,1,1,0,0,0,0,0,Autumn 21,50.0,50.0,0.0,0.0,0.0,0.0,0.0,9.5
AE47006-PROJECT - PART 2 ,5,9,5,2,0,0,0,Spring 22,23.809523809523807,42.857142857142854,23.809523809523807,9.523809523809524,0.0,0.0,0.0,8.80952380952381
EP60020- ,33,22,26,37,28,12,1,Spring 22,20.754716981132077,13.836477987421384,16.352201257861633,23.270440251572328,17.61006289308176,7.547169811320755,0.628930817610063,7.716981132075472
AE51003-APPLIED ELASTICITY & PLASTICITY ,0,5,3,3,1,1,0,Autumn 22,0.0,38.46153846153847,23.076923076923077,23.076923076923077,7.6923076923076925,7.6923076923076925,0.0,7.769230769230769
AE60006- ,2,2,2,1,1,1,0,Spring 22,22.22222222222222,22.22222222222222,22.22222222222222,11.11111111111111,11.11111111111111,11.11111111111111,0.0,8.0
RX60012- ,0,4,2,5,2,0,0,Spring 20,0.0,30.76923076923077,15.384615384615385,38.46153846153847,15.384615384615385,0.0,0.0,7.615384615384615
MS31007-MATERIAL SCIENCE ,4,10,1,2,0,0,0,Autumn 20,23.52941176470588,58.82352941176471,5.88235294117647,11.76470588235294,0.0,0.0,0.0,8.941176470588236
RE20001-INTRODUCTION TO RELIABILITY ENGINEERING ,4,0,0,0,0,0,0,Autumn 21,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
EP60046- ,7,23,6,2,2,0,0,Spring 22,17.5,57.49999999999999,15.0,5.0,5.0,0.0,0.0,8.775
IP60162- ,0,2,2,9,3,0,0,Spring 22,0.0,12.5,12.5,56.25,18.75,0.0,0.0,7.1875
SE60002- ,13,73,34,4,2,1,0,Spring 22,10.236220472440944,57.48031496062992,26.77165354330709,3.149606299212598,1.574803149606299,0.7874015748031495,0.0,8.692913385826772
KS20203-PANINIAN GRAMMAR FROM COMPUTATIONAL PERSPECTIVE ,11,42,20,23,4,3,0,Autumn 22,10.679611650485436,40.77669902912621,19.41747572815534,22.330097087378643,3.8834951456310676,2.912621359223301,0.0,8.233009708737864
CS21003-ALGORITHMS - I ,8,6,14,15,12,1,0,Spring 20,14.285714285714285,10.714285714285714,25.0,26.785714285714285,21.428571428571427,1.7857142857142856,0.0,7.642857142857143
EP60040- ,0,1,2,0,0,0,0,Spring 20,0.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0,8.333333333333334
RX60011- ,5,6,3,0,0,0,0,Spring 20,35.714285714285715,42.857142857142854,21.428571428571427,0.0,0.0,0.0,0.0,9.142857142857142
AT30001-FUNDAMENTALS OF EMBEDDED CONTROL AND SOFTWARE ,1,20,20,7,2,0,0,Autumn 20,2.0,40.0,40.0,14.000000000000002,4.0,0.0,0.0,8.22
CS40019-IMAGE PROCESSING ,20,34,42,19,9,0,0,Autumn 20,16.129032258064516,27.419354838709676,33.87096774193548,15.32258064516129,7.258064516129033,0.0,0.0,8.298387096774194
AT60006- ,2,5,7,2,0,0,0,Spring 21,12.5,31.25,43.75,12.5,0.0,0.0,0.0,8.4375
CS61064- ,4,9,0,2,0,0,0,Spring 21,26.666666666666668,60.0,0.0,13.333333333333334,0.0,0.0,0.0,9.0
AE40019-AUTOMATIC CONTROL OF AIRCRAFT ,1,0,1,1,1,0,0,Autumn 21,25.0,0.0,25.0,25.0,25.0,0.0,0.0,7.75
CS60050- ,25,62,6,2,2,0,0,Autumn 21,25.773195876288657,63.91752577319587,6.185567010309279,2.0618556701030926,2.0618556701030926,0.0,0.0,9.092783505154639
CS21202-SWITCHING CIRCUITS AND LOGIC DESIGN ,12,65,67,21,4,3,1,Spring 22,6.9364161849710975,37.57225433526011,38.72832369942196,12.138728323699421,2.312138728323699,1.7341040462427744,0.5780346820809248,8.271676300578035
CS29003-ALGORITHMS LABORATORY ,17,20,20,14,19,0,0,Spring 22,18.88888888888889,22.22222222222222,22.22222222222222,15.555555555555555,21.11111111111111,0.0,0.0,8.022222222222222
CS29204-SWITCHING CIRCUITS LABORATORY ,44,67,38,14,4,6,0,Spring 22,25.43352601156069,38.72832369942196,21.965317919075144,8.092485549132949,2.312138728323699,3.4682080924855487,0.0,8.664739884393063
CS31702-COMPUTER ARCHITECTURE AND OPERATING SYSTEM ,24,81,64,12,2,1,0,Spring 22,13.043478260869565,44.02173913043478,34.78260869565217,6.521739130434782,1.0869565217391304,0.5434782608695652,0.0,8.597826086956522
EE61209- ,1,2,0,2,1,1,1,Autumn 22,12.5,25.0,0.0,25.0,12.5,12.5,12.5,7.125
