course,EX,A,B,C,D,P,F,session,EX%,A%,B%,C%,D%,P%,F%,average
EP67003- ,7,6,0,0,0,0,0,Autumn 21,53.84615384615385,46.15384615384615,0.0,0.0,0.0,0.0,0.0,9.538461538461538
EP67004- ,4,5,4,0,0,0,0,Spring 22,30.76923076923077,38.46153846153847,30.76923076923077,0.0,0.0,0.0,0.0,9.0
AG60301- ,0,0,0,0,0,1,0,Autumn 22,0.0,0.0,0.0,0.0,0.0,100.0,0.0,5.0
AR12003-INTRODUCTION TO ARCHITECTURE ,3,2,7,11,10,7,0,Autumn 19,7.5,5.0,17.5,27.500000000000004,25.0,17.5,0.0,6.9
AR13201-BASIC DESIGN-I ,3,24,10,3,0,0,0,Autumn 19,7.5,60.0,25.0,7.5,0.0,0.0,0.0,8.675
AR13203-DESCRIPTIVE GEOMETRY-I ,1,5,15,15,4,0,0,Autumn 19,2.5,12.5,37.5,37.5,10.0,0.0,0.0,7.6
AR13205-GRAPHICS AND VISUAL COMMUNICATION ,3,7,11,8,3,8,0,Autumn 19,7.5,17.5,27.500000000000004,20.0,7.5,20.0,0.0,7.375
AR12002-BUILDING MATERIALS ,7,7,9,13,2,2,0,Spring 20,17.5,17.5,22.5,32.5,5.0,5.0,0.0,7.95
AR13202-BASIC DESIGN-II  AND MODELING ,4,18,13,4,1,0,0,Spring 20,10.0,45.0,32.5,10.0,2.5,0.0,0.0,8.5
AR13204-DESCRIPTIVE GEOMETRY-II ,4,22,14,0,0,0,0,Spring 20,10.0,55.00000000000001,35.0,0.0,0.0,0.0,0.0,8.75
AR22001-ADVANCED BUILDING MATERIALS AND COMPOSITES ,3,10,24,3,0,0,0,Autumn 20,7.5,25.0,60.0,7.5,0.0,0.0,0.0,8.325
AR22003-CLIMATOLOGY & SOLAR ARCHITECTURE ,0,40,0,0,0,0,0,Autumn 20,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
AR22005-HISTORY OF ARCHITECTURE-I ,7,15,18,0,0,0,0,Autumn 20,17.5,37.5,45.0,0.0,0.0,0.0,0.0,8.725
AR22007-ENVIRONMENTAL STUDIES ,0,40,0,0,0,0,0,Autumn 20,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
AR23201-ARCHITECTURAL DESIGN I AND FIELD STUDY ,2,27,9,2,0,0,0,Autumn 20,5.0,67.5,22.5,5.0,0.0,0.0,0.0,8.725
AR23203-BUILDING CONSTRUCTION - I ,12,20,4,3,0,1,0,Autumn 20,30.0,50.0,10.0,7.5,0.0,2.5,0.0,8.95
"AR23205-PHOTOGRAPHY, ART & ADVANCED VISUAL COMMUNICATION ",8,30,2,0,0,0,0,Autumn 20,20.0,75.0,5.0,0.0,0.0,0.0,0.0,9.15
AR22004-WATER SUPPLY AND SANITATION ,0,3,7,15,9,6,0,Spring 21,0.0,7.5,17.5,37.5,22.5,15.0,0.0,6.8
AR22006-HISTORY OF ARCHITECTURE-II ,8,32,0,0,0,0,0,Spring 21,20.0,80.0,0.0,0.0,0.0,0.0,0.0,9.2
AR23202-ARCHITECTURAL DESIGN II AND FIELD STUDY ,3,13,16,7,1,0,0,Spring 21,7.5,32.5,40.0,17.5,2.5,0.0,0.0,8.25
AR23204-BUILDING CONSTRUCTION II ,3,11,19,2,5,0,0,Spring 21,7.5,27.500000000000004,47.5,5.0,12.5,0.0,0.0,8.125
AR23206-COMPUTER AIDED DESIGN AND SIMULATION ,4,21,15,0,0,0,0,Spring 21,10.0,52.5,37.5,0.0,0.0,0.0,0.0,8.725
AR32008-ENERGY EFFICIENT DESIGN ,2,18,10,1,1,0,0,Spring 21,6.25,56.25,31.25,3.125,3.125,0.0,0.0,8.59375
CE21004-STRUCTURAL ANALYSIS ,9,30,40,27,16,4,0,Spring 21,7.142857142857142,23.809523809523807,31.746031746031743,21.428571428571427,12.698412698412698,3.1746031746031744,0.0,7.817460317460317
CE29002-SURVEYING PEACTICE ,25,62,33,3,1,2,0,Spring 21,19.841269841269842,49.2063492063492,26.190476190476193,2.380952380952381,0.7936507936507936,1.5873015873015872,0.0,8.801587301587302
CE29006-WATER RESOURCES ENGG. LABORATORY ,11,28,43,8,2,0,0,Spring 21,11.956521739130435,30.434782608695656,46.73913043478261,8.695652173913043,2.1739130434782608,0.0,0.0,8.41304347826087
AR32001-DEVELOPMENT OF CONTEMPORARY ARCHITECTURE ,10,16,10,4,0,0,0,Autumn 21,25.0,40.0,25.0,10.0,0.0,0.0,0.0,8.8
AR32003-SPECIFICATION ,5,27,7,1,0,0,0,Autumn 21,12.5,67.5,17.5,2.5,0.0,0.0,0.0,8.9
AR33201-ARCHITECTURAL DESIGN III & FIELD STUDY ,6,16,14,4,0,0,0,Autumn 21,15.0,40.0,35.0,10.0,0.0,0.0,0.0,8.6
AR33203-ARCHITECTURAL DETAILING ,2,12,13,11,0,2,0,Autumn 21,5.0,30.0,32.5,27.500000000000004,0.0,5.0,0.0,7.975
CE31001-DESIGN OF RC STRUCTURE ,4,14,28,32,26,23,0,Autumn 21,3.149606299212598,11.023622047244094,22.04724409448819,25.196850393700785,20.47244094488189,18.11023622047244,0.0,6.968503937007874
CE31003-SOIL MECHANICS ,3,19,41,7,9,13,0,Autumn 21,3.260869565217391,20.652173913043477,44.565217391304344,7.608695652173914,9.782608695652174,14.130434782608695,0.0,7.576086956521739
CE39007-CONCRETE LABORATORY ,22,38,44,16,7,0,0,Autumn 21,17.322834645669293,29.92125984251969,34.645669291338585,12.598425196850393,5.511811023622047,0.0,0.0,8.409448818897637
EE30024-ILLUMINATION AND ELECTRICAL SERVICES ,15,12,8,5,0,0,0,Autumn 21,37.5,30.0,20.0,12.5,0.0,0.0,0.0,8.925
HS30003-SOCIOLOGY OF ARCHITECTURE ,2,6,32,0,0,0,0,Autumn 21,5.0,15.0,80.0,0.0,0.0,0.0,0.0,8.25
AR32002-ESTIMATION AND COSTING ,2,9,19,10,0,0,0,Spring 22,5.0,22.5,47.5,25.0,0.0,0.0,0.0,8.075
AR32004-HOUSING AND COMMUNITY PLANNING ,1,14,25,0,0,0,0,Spring 22,2.5,35.0,62.5,0.0,0.0,0.0,0.0,8.4
AR33202-ARCHITECTURAL DESIGN IV AND FIELD STUDY ,5,15,15,5,0,0,0,Spring 22,12.5,37.5,37.5,12.5,0.0,0.0,0.0,8.5
AR33204-INTERIOR DESIGN ,7,14,14,5,0,0,0,Spring 22,17.5,35.0,35.0,12.5,0.0,0.0,0.0,8.575
AR33206-WORKING DRAWING ,4,4,8,14,7,3,0,Spring 22,10.0,10.0,20.0,35.0,17.5,7.5,0.0,7.375
CE31004-DESIGN OF STEEL STRUCTURES ,8,22,38,39,14,5,0,Spring 22,6.349206349206349,17.46031746031746,30.158730158730158,30.952380952380953,11.11111111111111,3.968253968253968,0.0,7.650793650793651
CE31302-ENVIRONMENTAL ENGINEERING ,0,5,9,4,4,0,0,Spring 22,0.0,22.727272727272727,40.909090909090914,18.181818181818183,18.181818181818183,0.0,0.0,7.681818181818182
CE39006-STRUCTURAL DETAILING ,2,16,34,35,32,7,0,Spring 22,1.5873015873015872,12.698412698412698,26.984126984126984,27.77777777777778,25.396825396825395,5.555555555555555,0.0,7.2063492063492065
AR40023-BUILDING ACOUSTICS ,7,20,18,19,13,7,5,Autumn 22,7.865168539325842,22.47191011235955,20.224719101123593,21.34831460674157,14.606741573033707,7.865168539325842,5.617977528089887,7.415730337078652
AR42001-LANDSCAPE DESIGN & SITE PLANNING ,4,13,14,5,4,0,0,Autumn 22,10.0,32.5,35.0,12.5,10.0,0.0,0.0,8.2
AR43201-ARCHITECTURAL DESIGN - V & FIELD STUDY ,1,13,20,4,2,0,0,Autumn 22,2.5,32.5,50.0,10.0,5.0,0.0,0.0,8.175
AR43203-MATERIAL TESTING LAB ,0,39,1,0,0,0,0,Autumn 22,0.0,97.5,2.5,0.0,0.0,0.0,0.0,8.975
AR52006-BARRIER FREE ENVIRONMENT ,4,15,5,0,0,0,0,Autumn 22,16.666666666666664,62.5,20.833333333333336,0.0,0.0,0.0,0.0,8.958333333333334
CE39009-SOIL MECHANICS LABORATORY ,0,0,1,2,0,0,0,Autumn 22,0.0,0.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,7.333333333333333
ME40107-AIR CONDITIONING ,4,9,14,7,10,4,0,Autumn 22,8.333333333333332,18.75,29.166666666666668,14.583333333333334,20.833333333333336,8.333333333333332,0.0,7.541666666666667
AR22008-ERGONOMICS AND  PRODUCT DESIGN ,2,2,2,2,0,0,0,Spring 21,25.0,25.0,25.0,25.0,0.0,0.0,0.0,8.5
HS20202-ECONOMETRIC ANALYSIS I ,9,44,15,0,0,0,0,Spring 22,13.23529411764706,64.70588235294117,22.058823529411764,0.0,0.0,0.0,0.0,8.911764705882353
BT20103-MICROBIOLOGY ,8,26,12,1,1,0,0,Autumn 20,16.666666666666664,54.166666666666664,25.0,2.083333333333333,2.083333333333333,0.0,0.0,8.8125
BT21101-BIOCHEMISTRY ,7,21,12,5,3,0,0,Autumn 20,14.583333333333334,43.75,25.0,10.416666666666668,6.25,0.0,0.0,8.5
BT21105-BIOCHEM. REACTION ENGG. AND BIOENERGETICS ,1,27,13,5,1,1,0,Autumn 20,2.083333333333333,56.25,27.083333333333332,10.416666666666668,2.083333333333333,2.083333333333333,0.0,8.395833333333334
BT29001-BIOCHEMISTRY LABORATORY ,12,21,11,4,0,0,0,Autumn 20,25.0,43.75,22.916666666666664,8.333333333333332,0.0,0.0,0.0,8.854166666666666
BT29003-MICROBIOLOGY LABORATORY ,12,27,8,1,0,0,0,Autumn 20,25.0,56.25,16.666666666666664,2.083333333333333,0.0,0.0,0.0,9.041666666666666
BT21002-CELL & MOLECULAR BIOLOGY ,4,10,12,16,5,1,0,Spring 21,8.333333333333332,20.833333333333336,25.0,33.33333333333333,10.416666666666668,2.083333333333333,0.0,7.770833333333333
BT29002-CELL & MOLECULAR BIOLOGY LABORATORY ,13,13,13,9,0,0,0,Spring 21,27.083333333333332,27.083333333333332,27.083333333333332,18.75,0.0,0.0,0.0,8.625
BT31009-GENETICS ,0,11,21,11,3,1,1,Autumn 21,0.0,22.916666666666664,43.75,22.916666666666664,6.25,2.083333333333333,2.083333333333333,7.729166666666667
BT31011-ENVIRONMENTAL BIOTECHNOLOGY ,1,7,25,11,1,1,1,Autumn 21,2.127659574468085,14.893617021276595,53.191489361702125,23.404255319148938,2.127659574468085,2.127659574468085,2.127659574468085,7.76595744680851
BT39001-ANALYTICAL BIOCHEMISTRY LABORATORY ,3,21,20,3,1,0,0,Autumn 21,6.25,43.75,41.66666666666667,6.25,2.083333333333333,0.0,0.0,8.458333333333334
BT39003-BIOCHEMICAL ENGGINEERING LABORATORY ,8,25,11,3,0,1,0,Autumn 21,16.666666666666664,52.083333333333336,22.916666666666664,6.25,0.0,2.083333333333333,0.0,8.729166666666666
CH21103-CHEMICAL PROCESS CALCULATIONS ,4,20,16,4,3,1,0,Autumn 21,8.333333333333332,41.66666666666667,33.33333333333333,8.333333333333332,6.25,2.083333333333333,0.0,8.3125
CH31001-MASS TRANSFER I ,26,58,64,33,7,3,1,Autumn 21,13.541666666666666,30.208333333333332,33.33333333333333,17.1875,3.6458333333333335,1.5625,0.5208333333333333,8.260416666666666
BT31006-BIOINFORMATICS ,6,18,13,5,8,3,0,Spring 22,11.320754716981133,33.9622641509434,24.528301886792452,9.433962264150944,15.09433962264151,5.660377358490567,0.0,8.0
BT31010-PLANT CELL TISSUE CULTURE ,8,27,11,1,1,0,0,Spring 22,16.666666666666664,56.25,22.916666666666664,2.083333333333333,2.083333333333333,0.0,0.0,8.833333333333334
BT31014-IMMUNOLOGY ,6,11,13,10,7,1,0,Spring 22,12.5,22.916666666666664,27.083333333333332,20.833333333333336,14.583333333333334,2.083333333333333,0.0,7.916666666666667
BT39006-PLANT CELL & TISSUE CULTURE LABORATORY ,5,9,28,4,1,1,0,Spring 22,10.416666666666668,18.75,58.333333333333336,8.333333333333332,2.083333333333333,2.083333333333333,0.0,8.208333333333334
BT39008-BIOINFORMATICS LABORATORY ,23,7,3,6,2,2,0,Spring 22,53.48837209302325,16.27906976744186,6.976744186046512,13.953488372093023,4.651162790697675,4.651162790697675,0.0,8.86046511627907
CH39006-MASS TRANSFER LABORATORY ,47,78,37,14,8,5,3,Spring 22,24.479166666666664,40.625,19.270833333333336,7.291666666666667,4.166666666666666,2.604166666666667,1.5625,8.598958333333334
BT40009-BIOPROCESS TECHNOLOGY ,0,4,13,21,8,1,0,Autumn 22,0.0,8.51063829787234,27.659574468085108,44.680851063829785,17.02127659574468,2.127659574468085,0.0,7.23404255319149
BT49001-ENZYME TECHNOLOGY LABORATORY ,6,14,18,5,4,0,0,Autumn 22,12.76595744680851,29.78723404255319,38.297872340425535,10.638297872340425,8.51063829787234,0.0,0.0,8.27659574468085
BT47007-PROJECT-I ,7,12,11,3,1,0,1,Autumn 22,20.0,34.285714285714285,31.428571428571427,8.571428571428571,2.857142857142857,0.0,2.857142857142857,8.485714285714286
MM60003- ,0,2,0,0,0,0,0,Autumn 22,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
HS30062-INTERNATIONAL BUSINESS ,0,0,1,0,0,0,0,Spring 21,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
MM40003-VACCINES AND IMMUNITY ,5,3,10,7,1,1,0,Autumn 22,18.51851851851852,11.11111111111111,37.03703703703704,25.925925925925924,3.7037037037037033,3.7037037037037033,0.0,8.037037037037036
MM61503- ,0,0,1,0,0,0,0,Autumn 22,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
BT31201-GENETICS AND GENETIC ENGINEERING ,0,0,0,1,0,0,0,Autumn 21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
CH40001-BIOCHEMICAL ENGINEERING ,9,18,25,19,16,13,6,Autumn 22,8.49056603773585,16.9811320754717,23.58490566037736,17.92452830188679,15.09433962264151,12.264150943396226,5.660377358490567,7.264150943396227
CY60005- ,1,0,5,1,1,1,0,Autumn 22,11.11111111111111,0.0,55.55555555555556,11.11111111111111,11.11111111111111,11.11111111111111,0.0,7.555555555555555
MM61207- ,2,1,2,1,0,1,0,Autumn 22,28.57142857142857,14.285714285714285,28.57142857142857,14.285714285714285,0.0,14.285714285714285,0.0,8.142857142857142
MM40005-MICROBIAL GENETICS AND GENETIC ENGINEERING ,2,1,1,0,0,0,0,Autumn 22,50.0,25.0,25.0,0.0,0.0,0.0,0.0,9.25
BT60007- ,0,1,0,0,0,0,0,Autumn 22,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
IP61025- ,0,0,0,0,1,1,0,Autumn 22,0.0,0.0,0.0,0.0,50.0,50.0,0.0,5.5
CR61026- ,0,1,1,0,0,2,0,Spring 22,0.0,25.0,25.0,0.0,0.0,50.0,0.0,6.75
EP61205- ,0,0,4,0,0,0,0,Autumn 22,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
BT47005-PROJECT - PART 1 ,0,1,0,0,0,0,0,Autumn 22,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
CE20006-WATER RESOURCES ENGG. ,16,47,18,4,1,0,0,Autumn 20,18.6046511627907,54.65116279069767,20.930232558139537,4.651162790697675,1.1627906976744187,0.0,0.0,8.848837209302326
CE20101-INTRODUCTION TO CIVIL ENGG. & MATERIALS ,8,64,13,0,1,0,0,Autumn 20,9.30232558139535,74.4186046511628,15.11627906976744,0.0,1.1627906976744187,0.0,0.0,8.906976744186046
CE20105-SURVEYING ,2,52,22,6,2,2,0,Autumn 20,2.3255813953488373,60.46511627906976,25.581395348837212,6.976744186046512,2.3255813953488373,2.3255813953488373,0.0,8.465116279069768
CE21005-SOLID MECHANICS ,1,13,51,76,20,6,1,Autumn 20,0.5952380952380952,7.738095238095238,30.357142857142854,45.23809523809524,11.904761904761903,3.571428571428571,0.5952380952380952,7.267857142857143
CE29003-TRANSPORTATION ENGG. LAB ,12,54,17,3,0,0,0,Autumn 20,13.953488372093023,62.7906976744186,19.767441860465116,3.488372093023256,0.0,0.0,0.0,8.872093023255815
CE21003-HYDRAULICS ,9,31,37,9,0,0,0,Spring 21,10.465116279069768,36.04651162790697,43.02325581395349,10.465116279069768,0.0,0.0,0.0,8.465116279069768
BS20001-SCIENCE OF LIVING SYSTEM ,4,32,73,37,15,2,0,Autumn 21,2.4539877300613497,19.631901840490798,44.785276073619634,22.699386503067483,9.202453987730062,1.2269938650306749,0.0,7.7975460122699385
CE31005-WATER AND W.W. ENGINEERING ,5,23,33,16,8,1,0,Autumn 21,5.813953488372093,26.744186046511626,38.372093023255815,18.6046511627907,9.30232558139535,1.1627906976744187,0.0,7.976744186046512
CE31216-CONSTRUCTION PLANNING AND MANAGEMENT ,11,68,30,12,7,2,0,Autumn 21,8.461538461538462,52.307692307692314,23.076923076923077,9.230769230769232,5.384615384615385,1.5384615384615385,0.0,8.446153846153846
CE39009-SOIL MECHANICS LABORATORY ,6,23,29,22,6,0,0,Autumn 21,6.976744186046512,26.744186046511626,33.72093023255814,25.581395348837212,6.976744186046512,0.0,0.0,8.011627906976743
CE39011-W & W.W. ENGINEERING LABORATORY ,6,25,34,16,5,0,0,Autumn 21,6.976744186046512,29.069767441860467,39.53488372093023,18.6046511627907,5.813953488372093,0.0,0.0,8.127906976744185
EV20001-ENVIRONMENTAL SCIENCE ,28,89,31,9,0,2,0,Autumn 21,17.61006289308176,55.9748427672956,19.49685534591195,5.660377358490567,0.0,1.257861635220126,0.0,8.817610062893081
CE31002-FOUNDATION ENGINEERING ,1,3,4,8,30,29,10,Spring 22,1.1764705882352942,3.5294117647058822,4.705882352941177,9.411764705882353,35.294117647058826,34.11764705882353,11.76470588235294,5.764705882352941
CE39004-DESIGN SESSIONAL ,12,53,17,1,1,0,0,Spring 22,14.285714285714285,63.095238095238095,20.238095238095237,1.1904761904761905,1.1904761904761905,0.0,0.0,8.880952380952381
CE39008-CIVIL ENGG. DRAWING AND EST. ,15,17,36,12,4,1,1,Spring 22,17.441860465116278,19.767441860465116,41.86046511627907,13.953488372093023,4.651162790697675,1.1627906976744187,1.1627906976744187,8.232558139534884
CE41003-STRUCTURAL DYNAMICS & EARTHQUAKE ENGG. ,8,10,12,13,9,5,2,Autumn 22,13.559322033898304,16.94915254237288,20.33898305084746,22.033898305084744,15.254237288135593,8.47457627118644,3.389830508474576,7.52542372881356
CE47007-PROJECT-I ,8,15,20,2,0,2,4,Autumn 22,15.686274509803921,29.411764705882355,39.21568627450981,3.9215686274509802,0.0,3.9215686274509802,7.8431372549019605,8.137254901960784
CE69021- ,4,19,38,18,4,3,0,Autumn 22,4.651162790697675,22.093023255813954,44.18604651162791,20.930232558139537,4.651162790697675,3.488372093023256,0.0,7.906976744186046
CE41601-SOLID WASTE MANAGEMENT ,9,15,5,1,1,0,1,Autumn 22,28.125,46.875,15.625,3.125,3.125,0.0,3.125,8.8125
CE31111-DESIGN OF HYDRAULIC STRUCTURES ,4,16,11,12,7,5,0,Spring 22,7.2727272727272725,29.09090909090909,20.0,21.818181818181817,12.727272727272727,9.090909090909092,0.0,7.6909090909090905
HS30034-MANAGERIAL ECONOMICS ,3,7,4,1,0,0,1,Autumn 22,18.75,43.75,25.0,6.25,0.0,0.0,6.25,8.5
BM40004-INTRODUCTION TO HUMAN BEHAVIOUR IN ORGANISATION ,2,2,10,14,18,20,2,Autumn 22,2.941176470588235,2.941176470588235,14.705882352941178,20.588235294117645,26.47058823529412,29.411764705882355,2.941176470588235,6.352941176470588
HS60084- ,1,3,7,2,1,0,0,Autumn 22,7.142857142857142,21.428571428571427,50.0,14.285714285714285,7.142857142857142,0.0,0.0,8.071428571428571
MA29005-DESIGN & ANALYSIS OF ALGORITHMS LAB. ,0,2,0,0,0,0,0,Autumn 22,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
RX60014- ,0,0,0,2,0,0,0,Spring 21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
ET60012- ,0,3,3,1,0,0,0,Autumn 21,0.0,42.857142857142854,42.857142857142854,14.285714285714285,0.0,0.0,0.0,8.285714285714286
ET60003- ,1,1,2,1,0,0,0,Autumn 22,20.0,20.0,40.0,20.0,0.0,0.0,0.0,8.4
BT20204-CELL AND MOLECULAR BIOLOGY ,4,10,25,74,16,1,0,Spring 22,3.076923076923077,7.6923076923076925,19.230769230769234,56.92307692307692,12.307692307692308,0.7692307692307693,0.0,7.3
MM40017-BASICS OF RADIOBIOLOGY RADIOPHARMACEUTICAL CHEMISTRY AND IN VITRO DIAGNOSTIC TECHNIQUES ,1,0,0,0,0,0,0,Autumn 22,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
CL60008- ,1,7,2,0,0,0,0,Spring 22,10.0,70.0,20.0,0.0,0.0,0.0,0.0,8.9
CE60115- ,0,0,0,2,4,1,0,Autumn 22,0.0,0.0,0.0,28.57142857142857,57.14285714285714,14.285714285714285,0.0,6.142857142857143
CL60028- ,0,1,0,0,0,1,0,Spring 22,0.0,50.0,0.0,0.0,0.0,50.0,0.0,7.0
CL61012- ,0,1,0,1,0,0,0,Spring 22,0.0,50.0,0.0,50.0,0.0,0.0,0.0,8.0
CE60221- ,0,0,1,0,0,0,0,Autumn 22,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
CE41627-ADVANCED STRUCTURAL ANALYSIS ,0,0,2,2,1,0,0,Autumn 22,0.0,0.0,40.0,40.0,20.0,0.0,0.0,7.2
CE41629-THEORY OF ELASTICITY AND PLASTICITY ,0,2,2,1,0,0,0,Autumn 22,0.0,40.0,40.0,20.0,0.0,0.0,0.0,8.2
PH21206-QUANTUM PHYSICS ,8,40,19,6,5,4,3,Spring 22,9.411764705882353,47.05882352941176,22.35294117647059,7.0588235294117645,5.88235294117647,4.705882352941177,3.5294117647058822,8.188235294117646
CE60011- ,0,0,0,1,1,3,0,Autumn 22,0.0,0.0,0.0,20.0,20.0,60.0,0.0,5.6
CE60013- ,0,0,1,1,3,0,0,Autumn 22,0.0,0.0,20.0,20.0,60.0,0.0,0.0,6.6
BM63088- ,0,0,0,1,0,0,0,Autumn 21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
CE60021- ,3,10,6,2,1,0,0,Autumn 22,13.636363636363635,45.45454545454545,27.27272727272727,9.090909090909092,4.545454545454546,0.0,0.0,8.545454545454545
CE60023- ,4,7,6,1,1,2,0,Autumn 22,19.047619047619047,33.33333333333333,28.57142857142857,4.761904761904762,4.761904761904762,9.523809523809524,0.0,8.285714285714286
CE60135- ,7,13,2,0,0,0,0,Autumn 22,31.818181818181817,59.09090909090909,9.090909090909092,0.0,0.0,0.0,0.0,9.227272727272727
CE69023- ,1,13,8,0,0,0,0,Autumn 22,4.545454545454546,59.09090909090909,36.36363636363637,0.0,0.0,0.0,0.0,8.681818181818182
HS40072-SOCIOLOGY OF  SCIENCE ,2,7,4,3,12,7,0,Autumn 22,5.714285714285714,20.0,11.428571428571429,8.571428571428571,34.285714285714285,20.0,0.0,6.942857142857143
MA21202-MODERN ALGEBRA ,2,25,55,13,0,1,0,Spring 22,2.083333333333333,26.041666666666668,57.291666666666664,13.541666666666666,0.0,1.0416666666666665,0.0,8.135416666666666
CE60128- ,0,0,1,0,0,0,0,Spring 22,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
CD61004- ,1,2,3,1,0,1,0,Autumn 22,12.5,25.0,37.5,12.5,0.0,12.5,0.0,8.0
MA60035- ,0,0,1,0,0,0,0,Autumn 22,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
MA60259- ,1,15,43,14,6,1,1,Autumn 22,1.2345679012345678,18.51851851851852,53.086419753086425,17.28395061728395,7.4074074074074066,1.2345679012345678,1.2345679012345678,7.802469135802469
DY17003-DIY PROJECT ,0,1,0,0,0,0,0,Autumn 19,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
EA10007-EXTRA ACADEMIC ACTIVITY-I ,0,1,0,0,0,0,0,Autumn 19,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
EE11003-ELECTRICAL TECHNOLOGY ,0,0,1,0,0,0,0,Autumn 19,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
EN19003-ENGINEERING LABORATORY ,0,0,1,0,0,0,0,Autumn 19,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
EV10003-ENVIRONMENTAL SCIENCE ,0,1,0,0,0,0,0,Autumn 19,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
MA11003-ADVANCED CALCULUS ,0,0,0,1,0,0,0,Autumn 19,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
ME11003-BASIC ENGINEERING MECHANICS ,0,0,1,0,0,0,0,Autumn 19,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
PH11003-PHYSICS OF WAVES ,0,0,0,1,0,0,0,Autumn 19,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
PH19003-PHYSICS LABORATORY ,1,0,0,0,0,0,0,Autumn 19,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
BS10003-SCIENCE OF LIVING SYSTEMS ,1,0,0,0,0,0,0,Spring 20,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
CE13003-ENGINEERING DRAWING AND COMPUTER GRAPHICS ,0,0,1,0,0,0,0,Spring 20,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
CS10003-PROGAMMING AND DATA STRUCTURES ,0,0,0,0,1,0,0,Spring 20,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.0
CS19003-PROGAMMING AND DATA STRUCTURES LABORATORY ,0,1,0,0,0,0,0,Spring 20,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
CY11003-CHEMISTRY ,0,0,1,0,0,0,0,Spring 20,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
CY19003-CHEMISTRY LABORATORY ,0,0,1,0,0,0,0,Spring 20,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
EA10008-EXTRA ACADEMIC ACTIVITY-II ,0,1,0,0,0,0,0,Spring 20,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
HS13003-ENGLISH FOR COMMUNICATION ,0,0,1,0,0,0,0,Spring 20,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
"MA11004-LINEAR ALGEBRA, NUMERICAL AND COMPLEX ANALYSIS ",0,0,0,0,1,0,0,Spring 20,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.0
CE20201-INTRODUCTION TO CIVIL ENGINEERING AND MATERIALS ,0,1,0,0,0,0,0,Autumn 20,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
CE20203-GEOMATICS ,0,0,0,1,0,0,0,Autumn 20,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
CE21201-SOLID MECHANICS ,0,0,1,0,0,0,0,Autumn 20,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
CE21203-HYDRAULICS ,0,0,0,1,0,0,0,Autumn 20,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
CE29203-HYDRAULIC AND WATER RESOURCES ENGINEERING LABORATORY ,0,0,1,0,0,0,0,Autumn 20,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
EA10009-EXTRA ACADEMIC ACTIVITY-III ,0,0,0,1,0,0,0,Autumn 20,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
MA20205-PROBABILITY AND STATISTICS ,0,0,0,0,1,0,0,Autumn 20,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.0
CE21202-STRUCTURAL ANALYSIS ,0,0,0,1,0,0,0,Spring 21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
